str1,str2,date1,int1,float1,date2,str5,str6,str3,int2,float2,str4
LLL381tDjOM,5gwlvYDl,2007-01-23,-93,8.187,2006-04-18,,,IHBTWWqR,-79,-1.253,LLL
DDDDsqQq4YS5,5GWnEmJf,2005-05-04,-75,2.233,1975-04-03,,,uJOMVeL2,-45,1.216,DDD
EEEs5R8OTfD,5gXJNfS5,1985-12-01,-85,7.94,2014-08-13,,,ZbuJCHTR,-45,5.345,EEE
BBBrWBioy0L,5gXm8lta,1952-11-04,-83,-2.883,1965-09-14,,,pYqUSOcz,24,-8.561,BBB
LLL55UV2Tut,5H0kPROU,2007-09-04,-45,5.918,1987-08-01,,,EuIjOhwz,-26,9.009,LLL
GGEZRbtN1K,5H1oii02,1962-05-11,-6,-5.541,2005-07-03,,,P6Pla2gO,-34,-6.961,GGE
BBB3W7axC5X,5H36nV1n,1993-01-21,94,6.523,2008-05-23,,,KhQ247Dn,-8,-6.883,BBB
CCLceLJJMI,5H3hUsY7,2005-05-15,52,3.569,1964-11-08,,,vGKJkc3l,52,4.266,CCL
KKl3B49E30,5h4gmjjL,1961-09-29,-3,0.745,1951-10-29,,,BMIi8Evs,19,-7.504,KKl
HHH9sKiRHOk,5H4ZiQiL,1993-04-04,-2,2.012,1974-11-27,,,tEKWIC9O,7,-0.099,HHH
CCYmg0URY4,5H7ITXNU,1953-10-09,95,-4.714,2006-09-03,,,vAjozB6L,-73,5.324,CCY
KK3Eyl0QLm,5hbFjWTf,1976-08-18,75,7.36,1989-03-21,,,U4O7FTeg,-74,9.019,KK3
FF3595CVLv,5hBWKFUP,1958-10-06,75,0.678,1961-08-30,,,Nw3ZCkDK,52,2.357,FF3
BBBakSoa7zz,5Hc6u0KO,2017-04-22,-96,-4.545,1973-11-15,,,GqKLClJx,5,5.565,BBB
DDDDI293bw2N,5hgRaVTr,1999-10-19,62,-3.017,1963-10-15,,,xOISM9xt,11,9.366,DDD
AAARSwwsXbw,5HgvGFLs,1978-10-25,-23,-8.132,1983-12-30,,,vsuMloMD,26,-8.02,AAA
EEEKZ1oJbZg,5Hhf4DiU,1969-07-23,34,-0.307,2014-07-09,,,ZvNptyzD,-89,3.57,EEE
HHHj2qcAkJS,5hIhe3ig,2012-03-05,33,9.232,1977-08-26,,,41lVMqaa,12,7.181,HHH
EEEDBIK5uLo,5hYkMkOq,1955-11-28,49,-4.66,1979-03-23,,,O1GIAViF,46,-5.572,EEE
CChjgFkUMB,5hIT4ACu,1990-02-10,-9,5.859,2002-01-26,,,B7qrQMEr,39,2.163,CCh
DDDDOiLpvhQR,5HIVPhne,1953-04-13,-95,8.603,1978-10-12,,,JkG77XT9,-18,9.635,DDD
KKUNbkqKoI,5HK8LLQw,2017-05-21,-22,-4.295,2017-01-08,,,Ag09gBxV,13,7.13,KKU
AAAYU4qHGUP,5HlwZFcV,2017-03-06,24,-5.274,2001-04-09,,,fAlT7mrL,-97,-0.129,AAA
KKSVQMFMsF,5HNlw65y,1956-11-24,-97,1.676,1960-10-15,,,gQmDPO8I,-8,-4.875,KKS
AAAsmjJhpMr,5hPIgRu5,1974-06-27,-60,-7.739,1975-07-24,,,m92xhYu3,49,1.605,AAA
AAAUZIYbDxb,5hQ1nYPD,2013-05-03,74,-7.673,2013-06-16,,,,61,8.99,AAA
LLLF4YELvw9,5HqMBCKj,2010-09-22,95,-4.876,1987-04-27,,,PamefvgV,-37,3.861,LLL
FFfkkXYvER,5hqOlLNy,1976-09-28,-51,7.575,1960-02-22,,,n4wE5VR0,89,2.574,FFf
CCo0LN5u6C,5hRac9ZS,1999-05-05,79,2.427,1981-01-20,,,S8JnUfIf,-82,5.218,CCo
LLL11g1cIa4,5hreB1jM,2000-12-27,-29,-2.014,1988-06-22,,,2onNt29o,-94,-7.045,LLL
KK7LZVWNS2,5HrEckqN,1979-05-29,-99,6.133,1960-12-23,,,AohDB2z4,13,-5.648,KK7
FFP23DuOJx,5HsgtUux,1967-08-04,-65,-8.737,2013-12-16,,,Sz0rXDYD,-57,-7.158,FFP
HHH1Ly7A3P0,5Hugu0CQ,1965-12-30,62,3.577,1982-07-13,,,jCMQnhF5,0,-4.199,HHH
DDDDcfFYkhfN,5HwhI8KZ,1994-02-25,100,7.436,1978-12-30,,,thSoBDzn,-29,4.222,DDD
CCXKbCKSy2,5hwO8By9,2000-09-16,52,-6.366,1963-04-24,,,OzcKDtSa,-36,-3.352,CCX
,5hXvuH1c,2016-09-23,-55,6.525,1980-08-04,,,g0ITW9VJ,12,-2.245,
CCzFnHozri,5i0we3ju,1990-02-27,-79,-9.365,1959-11-02,,,CAoCYhBO,-63,0.418,CCz
DDDDwKYttM6s,5Y0XF3rF,1982-09-10,63,-5.722,1973-05-06,,,WWf8BXf6,-68,-4.851,DDD
CCYcHpjBpT,5Y1xn3v1,1980-09-19,82,-7.702,1990-04-22,,,b9JbRRXL,48,-8.194,CCY
EEEX4WNWCuC,5i2O6Fhs,1963-08-19,66,-1.342,1989-01-25,,,mXfwKZFr,22,2.652,EEE
GGFBQqF8V9,5I35eAAc,1982-07-11,19,-9.791,1968-02-24,,,BrONtG24,49,-3.533,GGF
BBB7x80wS7Q,5I3aiqZt,1956-07-30,-56,-9.946,1992-12-26,,,4C2aaPuT,44,-0.895,BBB
BBBqqXblxuX,5i5VsMKe,2010-11-18,38,3.135,2008-07-16,,,ygOwwUZe,20,9.568,BBB
KK8cufWw2z,5Y6eft6u,1996-12-29,67,-9.009,1995-11-05,,,pjgHWzi8,-78,3.664,KK8
LLLIPSRGmGP,5y7hGiiq,1970-12-11,66,-9.207,1951-10-11,,,QWwesOw1,60,-3.381,LLL
GGGlAcwWhH,5Y8gscR2,2005-06-30,6,0.771,1980-03-08,,,ebvEXROt,22,9.033,GGG
AAAer859ryz,5y98Kubw,1969-11-22,54,-9.944,1973-01-30,,,RNwDssZS,10,-3.202,AAA
HHHseRQWx6q,5iAT3GnM,1990-06-27,-62,8.033,1968-05-11,,,AboZEfy7,8,8.596,HHH
LLLTJsVVwEx,5yAT87Q8,1993-08-13,-38,-1.136,1995-09-27,,,c2sShfg3,-60,8.942,LLL
LLLcauFflI1,5iAUmzsa,1973-05-04,-2,-4.526,1988-11-08,,,vCimKf6F,-20,-2.626,LLL
CCteF93bGa,5Yb2cTtL,1984-01-28,20,-0.259,1976-09-03,,,KpcI11e4,-76,1.929,CCt
CChOivVzcw,5IbFoGq9,1997-01-18,79,-8.724,1962-02-25,,,1bKx5vN9,-89,-0.917,CCh
EEEHI4iROTn,5IbkjnaX,2002-02-18,75,-2.258,1955-02-03,,,ku6y7Vo4,85,8.18,EEE
CC0Rpg6zvC,5yCcZozZ,1997-10-05,2,-3.591,2013-08-17,,,tfBGk1aa,-40,0.601,CC0
HHHJUCDOrgY,5yCyAn42,1963-10-18,-59,-3.762,1966-08-10,,,Fhuvr2bb,-14,6.012,HHH
EEENgoWJuEu,5iCImjVM,1962-06-29,28,5.219,1962-12-27,,,TApjPpqQ,60,9.417,EEE
LLLu0c78moR,5yDK0HF9,1974-03-08,-72,9.631,2011-03-31,,,CssBrE4O,-91,3.079,LLL
EEEpbbTQtDR,5YDOY2Ht,1995-10-14,58,9.168,1968-06-17,,,iP0zO2uC,-19,2.872,EEE
CCzhiCIa1m,5iF1kV3A,1951-06-12,-66,2.823,1974-06-27,,,YxMmLmLT,-60,7.2,CCz
DDDDFxV4CR7r,5IFLDPuS,1960-03-07,-12,4.668,1955-01-03,,,1tw2yEmG,-67,-5.96,DDD
AAAOJkEoLXL,5Ifm3xRh,1955-09-14,45,2.62,2009-07-07,,,,84,-0.237,AAA
EEE8x03E5DW,5yfzYRvL,1975-11-18,-10,-9.572,1970-07-21,,,XpHx8elr,82,-8.62,EEE
KKISfeVhYb,5IgHrJHy,2002-04-30,77,7.039,1982-07-14,,,g2IXbp6W,-90,-7.169,KKI
HHHNsPpngwS,5Ygnm7MV,1957-10-27,34,-7.868,2013-10-24,,,C2brJWJz,-91,6.86,HHH
LLLhT9crmzb,5II0W5gx,1954-01-05,-30,8.69,1965-11-27,,,hAinHsWt,-39,-0.248,LLL
GGMGGWsxf0,5yIog8SW,1977-01-15,-92,3.476,1957-07-24,,,C2vMlwnw,87,-6.857,GGM
CCirRjtass,5YYVWsW3,1991-02-17,85,9.256,2013-06-14,,,aTAXpvSt,98,0.232,CCi
KKR3cGOSOZ,5IYWLFHT,1980-01-29,-22,8.613,1992-06-28,,,vPrHkNNl,-96,9.689,KKR
GGZHjSqNgy,5YjH9xcT,1956-12-04,-33,7.368,1953-02-27,,,NjjRwrAG,-92,-1.846,GGZ
LLLTjIxcAYP,5YKLMWcH,1979-09-05,-53,8.646,2001-09-27,,,0FQ05AXz,6,6.171,LLL
KKabF3VgQq,5ylGr1yC,1951-10-03,6,2.082,1960-09-09,,,ungPuiGI,41,-7.321,KKa
LLLxOECEyXu,5IMhFVfI,1968-10-21,17,5.638,1991-09-19,,,giTAZ1G0,-3,-9.445,LLL
FFJ3VaICTl,5yMqvlkE,1982-03-09,49,0.64,1958-05-20,,,m7ngCMUP,-74,4.447,FFJ
FFiNpoSFpz,5ip58j7k,1976-02-14,70,2.901,2007-08-12,,,yTPFyuPK,-61,-0.108,FFi
BBBvpWshago,5iPA9OZH,2003-04-08,26,-2.347,2008-05-15,,,kUlmt9bv,-54,5.948,BBB
LLLqYvY69t6,5YPIiM8F,2006-11-03,-5,8.677,1980-08-17,,,vJEgQ6sm,-65,6.792,LLL
BBBupUzY7ZL,5iq1wX66,1982-07-20,-54,-7.121,2003-01-05,,,1cHbL66R,-1,3.427,BBB
BBBVhqb993p,5Yq8Kp7L,1988-10-06,-97,-8.457,2008-02-12,,,BODUKCMZ,-59,1.713,BBB
EEER1itLS1p,5YQHofAm,1979-10-08,-48,-0.63,2000-12-19,,,TQEYuNUo,86,-9.862,EEE
AAALb72lh0W,5IQUSn1j,1966-03-27,52,1.17,2005-06-15,,,4qx8Ynme,33,9.865,AAA
FFBRaC7wn8,5YR68gCa,1987-04-21,-16,-8.559,1960-06-12,,,rcXObe1y,-29,-8.728,FFB
AAAjchnSK0l,5YR88mcy,1955-01-10,33,-7.51,1970-06-15,,,aGxFCPnm,-1,7.035,AAA
CCaIooB0wv,5IRAR6jN,2015-11-24,-48,8.239,1976-07-03,,,8Rhs6Bo7,-60,-8.762,CCa
CC0U6zQ9Ws,5IriY6zZ,1957-07-22,90,0.029,1993-04-16,,,4jj7Jz4V,-1,-7.42,CC0
AAAYwj7UGef,5yRkGbCk,2007-07-17,-4,-0.099,1983-08-06,,,IP6HFnOw,-4,-9.616,AAA
DDDDDQGico8L,5is3lb3z,1975-01-02,-4,-7.219,2013-04-22,,,0M0uw78m,-95,1.474,DDD
HHHuUqluy3H,5ISXfv5D,1969-02-24,-90,7.447,1952-05-24,,,wMZPKX9c,73,-4.604,HHH
FFJCIgzJ0x,5YtTJxBg,1964-09-06,91,-7.173,2015-07-06,,,A2yOHQ6N,-2,-0.722,FFJ
FFRIlYSLL9,5Iuu1h05,1962-04-27,-99,6.863,1986-07-01,,,Wj0TUt2z,77,0.953,FFR
EEEtImG3k0b,5YUZOr5h,1977-09-03,71,4.726,1966-05-30,,,pmtMc3DI,73,0.144,EEE
KK5Ho6zx4u,5IVC5sqA,1972-05-25,-27,-7.687,2011-08-11,,,Lc5zAn38,-16,-1.88,KK5
HHHei5pLekE,5iVEZD5w,1956-06-02,40,-7.477,1968-07-04,,,Xre3ktCm,51,-8.375,HHH
HHH0z8hSkDQ,5IwCK5eX,1977-12-07,-35,-8.544,1979-02-09,,,YX4mue9Y,93,0.582,HHH
KKFIV5VSCf,5yz9L0Fu,1960-01-13,-6,1.924,1961-02-24,,,LjZGA247,8,6.2,KKF
KKrOif9Iq1,5IZB07fn,1960-05-24,4,-3.494,1997-02-27,,,ikEiRXMJ,54,-5.138,KKr
KKfjA88PzR,5izfzJfo,1988-12-20,-72,-6.62,1960-06-03,,,nK5iVsJx,-21,0.349,KKf
LLLcc8LkFOz,5J56SBTB,1993-01-19,-51,9.715,1954-09-01,,,tu3vqAh5,-87,-0.993,LLL
FFZiL4rp6y,5j5cEoWN,1981-09-05,48,2.007,2017-05-19,,,JbDpIYM0,-20,7.08,FFZ
HHHzy6zE82M,5J7NOg2w,1968-01-06,-78,7.188,2011-02-25,,,NrNrVqxO,-34,-4.077,HHH
AAAV7tmcq3H,5j7rlpwT,1953-06-20,-74,-3.603,1977-03-18,,,T4XfcHyk,93,-7.789,AAA
FFIJvjenjK,5J8Jxqpb,2005-11-11,-69,3.001,2002-10-17,,,eb6GDnUO,44,-7.816,FFI
FFmKcagCfi,5j8RqEhg,1970-07-12,19,-3.016,2003-05-13,,,qkCinC4M,-11,-8.102,FFm
DDDDl1UMaPQG,5J9ZgoMz,1955-09-07,9,0.062,1974-03-09,,,j7nfmB6u,-17,-4.367,DDD
BBBml19DnBi,5jaTI7JD,1993-08-31,59,0.971,2006-09-21,,,Q10MDc9B,-17,5.666,BBB
HHHRvWmhWZn,5jBYBii8,1966-07-06,-87,-6.847,1966-04-10,,,cekr0xOF,37,4.901,HHH
GGSFe2nQaL,5jF5UeIp,1987-04-25,63,-1.382,1974-08-19,,,NKC5Tesc,-68,-1.29,GGS
KKe5NbN4a3,5jfrzU65,1987-11-30,34,-7.553,2007-08-02,,,sOgFGrzi,-61,3.552,KKe
BBBW3sAbOmO,5jGEbsgF,1976-06-09,-92,3.642,1992-12-04,,,MNablacH,-44,-3.877,BBB
GGbXtHaLfv,5jhiv52z,1995-11-06,22,-5.705,1980-03-02,,,aaYR1ymX,90,3.066,GGb
AAAR9WtfrGb,5jJmUkPw,1989-11-12,20,-8.607,1993-03-21,,,A7T33j2R,80,9.551,AAA
HHHZhx9lwpa,5jJsKlEc,1995-02-02,17,-4.059,1966-09-15,,,v1QRps6l,42,1.199,HHH
DDDD9HaUT6Uh,5jjuzQju,2005-02-22,69,3.205,1994-10-15,,,xyq9M0UR,5,7.005,DDD
DDDDNNf3jyQ6,5jJvGfox,1986-05-09,-56,5.467,1998-06-27,,,MGc1WAUI,-77,-0.948,DDD
DDDDtqr9nFwp,5jkKcEBl,2007-09-02,75,-5.91,1973-07-30,,,SLLNwiek,-58,-0.055,DDD
DDDD9sRNiiGZ,5JNkfIFq,1954-02-16,-40,9.016,1951-06-14,,,iMrjBXiw,-19,-6.01,DDD
EEEirLclC0B,5JnTGfmz,1975-06-13,30,5.585,1987-10-24,,,zPXruULZ,22,-7.779,EEE
EEEMOXTEK9u,5JODB3Rj,2000-03-25,-49,-2.561,2002-12-20,,,0LP3sSbS,-71,6.855,EEE
LLLTxFTWswv,5JPxSZYN,1982-05-09,72,-8.217,2011-06-29,,,riliJrw1,36,5.843,LLL
CCGwBPDiuS,5JRzmlb8,2010-11-07,-37,6.978,1997-02-02,,,HfolKZwE,-68,-6.849,CCG
FFWeZgb94s,5JSvw5EH,1956-05-20,38,-0.49,1991-05-14,,,5Hrgvgww,54,-1.942,FFW
LLLxA9q4vBZ,5JuUXk2Q,1965-04-23,-95,-9.587,1975-08-24,,,0b8oZebH,25,-2.361,LLL
CCunsP0LXW,5jV5BCqQ,1980-06-26,77,9.443,1957-12-03,,,LKYeKpDh,72,-3.358,CCu
EEEvKNADoVU,5jXGUATh,1995-07-02,89,-1.002,1958-01-06,,,oF7qg8Wx,-3,-2.045,EEE
FFZGMYlcMU,5JxzAF8k,1981-08-08,34,4.263,1986-08-26,,,pUJmyjW4,-17,-2.098,FFZ
FFFWEOJl8m,5jZIP41N,1993-02-26,-65,2.668,1992-12-10,,,6MH6BmoV,-37,-3.843,FFF
CC82OAjwwD,5k1iHVb6,1979-03-07,-22,9.988,2001-06-11,,,71bPOTur,-73,6.99,CC8
HHHlGXSA9c5,5k4O15OM,1952-07-24,67,-3.222,1974-06-23,,,SEEtzVX6,-21,6.223,HHH
CCsXAIsr5P,5kbxnJjX,1966-01-02,-9,-9.096,1952-08-23,,,MY5yhIxz,-70,-1.024,CCs
CCfr6SOvLW,5kc06U6o,2002-05-24,-36,5.953,1980-06-23,,,Rk97OhyG,-14,-0.114,CCf
KKzN6zBElR,5kCj5SDr,2001-06-03,-74,-5.472,1975-11-27,,,pDoRKbem,37,0.793,KKz
KKA3rxAYIz,5KeCx1Rr,1954-03-22,81,8.243,2000-01-09,,,TSXJAQmZ,69,-5.004,KKA
LLLo6AfY2oS,5kEKfOzN,1951-02-10,-29,9.215,2015-05-10,,,u3Jx4tpg,5,-0.654,LLL
FFmTeCVNRc,5kI2CCTN,2004-06-11,65,-1.389,2001-11-23,,,2PS3DisF,-77,3.367,FFm
KKFZV7uIga,5kiSLwVj,1960-07-16,55,-5.286,2012-03-07,,,Y6CUholx,6,3.894,KKF
FF6Fgr9J4H,5kIto3cJ,1977-07-04,73,-2.754,1970-07-30,,,O3Nh88U1,-39,8.735,FF6
GGSMpYC7F9,5kjLwlHM,2002-07-10,97,8.193,1988-07-02,,,t03ci5E5,44,0.418,GGS
FFscWKD5HV,5kL7O2KO,1953-10-14,78,0.369,1985-01-01,,,KPbeCAte,-21,-4.946,FFs
EEEcu93CoF9,5KlICx5v,1993-07-12,99,8.715,1991-10-11,,,MNbV8FL9,66,8.623,EEE
BBBLNjLx66m,5KlkzB06,2012-04-20,-15,0.229,2006-04-26,,,TANPZHDs,77,8.31,BBB
BBB9yFjkDOT,5klUEGKx,1957-05-25,84,3.084,1951-03-29,,,PLZ6klkE,47,9.804,BBB
BBBKS43s05T,5KmGpER1,1997-03-18,39,5.709,1957-08-01,,,RhJNwebB,-90,5.272,BBB
EEEYhuecWZP,5KmJQ6OL,2014-05-02,-67,0.094,1999-12-11,,,XGnUfYCa,28,8.527,EEE
FFsTIn4oul,5Kmqgbes,1968-02-25,-66,0.511,1981-02-06,,,1Ni935J6,-31,2.217,FFs
AAAUyhhRzcE,5kmWeEbX,1968-07-11,54,9.595,1986-02-10,,,sZGKYLDn,20,-5.168,AAA
BBBaZ6wxSlm,5kN90KUZ,1992-12-05,9,-4.511,1971-06-10,,,y2JUiSIC,-5,3.19,BBB
FFQe77f57l,5KOh0fkj,1994-07-05,-20,2.288,1985-06-15,,,gpVvCzwk,75,-9.829,FFQ
CCqaEMN5Hp,5KOIPDlL,1967-05-13,2,3.08,1972-11-17,,,Ly8zmctV,70,-3.032,CCq
KK8G8tckoJ,5KoLXUIQ,1979-08-18,-13,-0.362,1972-09-07,,,VOhpFf6Q,-96,-0.605,KK8
AAA9S0AcfVy,5KPAVEJx,1971-03-02,-46,-0.944,2013-03-02,,,8VazbZul,17,6.364,AAA
KKjlM7yrLU,5KqyQq9j,1971-08-24,-54,-9.983,1963-10-13,,,VCTmB3Lh,95,-8.375,KKj
HHHbEk7hZ7i,5ktPwva7,1970-05-01,-74,3.212,1960-07-02,,,1FK3u7m4,29,8.333,HHH
CCiJSveeSu,5KusLeIX,1964-03-17,43,7.94,1975-06-21,,,tcsVmCqk,11,-8.684,CCi
AAA3sWEgQQx,5kv2k1QJ,1967-05-19,26,-5.521,2004-05-05,,,K3tx1iv2,33,1.272,AAA
LLLEFiKMFlT,5kvGmqTU,1976-06-25,67,-3.555,1994-10-16,,,iWAA5MGa,84,7.1,LLL
BBB2vv2Egfb,5kvUisGA,1985-03-17,16,8.446,2014-10-02,,,SqIQV8Q8,62,-2.861,BBB
LLLhzBB19ve,5KWz8hyw,1981-07-28,-40,-8.724,1972-06-11,,,xsOB7vXf,81,9.321,LLL
AAAn1tTswrt,5KX8iGD3,1958-06-18,47,0.069,1955-09-16,,,E3tZ5VVp,-43,7.308,AAA
FF1NUs0Uie,5KzhgpS0,2016-06-15,-99,8.144,1952-03-31,,,tuOk8y7P,-28,-9.129,FF1
DDDDifRXz25q,5l1WCSYR,1994-08-04,-97,3.187,2016-04-12,,,OzI8nuYT,14,6.45,DDD
CCKjKuR0Mk,5l388IQZ,1955-08-29,-39,-2.906,1965-12-31,,,wH310LVU,-84,9.324,CCK
EEEeqxe9VcA,5l3HNbAL,1969-11-17,-93,4.216,1966-03-14,,,8fpN8vU2,50,5.033,EEE
FFyaCODPFk,5l3LbDpp,2009-12-29,92,-9.76,2005-05-17,,,zNiJekjA,-44,-3.123,FFy
AAAzSG8qicF,5l3VrI8l,2007-06-13,22,-1.163,1954-10-03,,,EgUqByYS,90,3.945,AAA
GGtsHugUQ2,5L4hoj2a,1997-12-23,-46,-8.325,2002-08-10,,,kIecVUfU,-63,-2.63,GGt
AAAeCZeMMGZ,5L4SE974,1973-10-27,45,-8.84,1995-02-26,,,lzlijsVl,52,0.48,AAA
KK5SIEVa6N,5l8Mresv,2005-11-18,99,9.99,1952-01-30,,,Db06ogl1,86,-3.806,KK5
LLL87UNQxNO,5lA6ftLK,1979-07-06,87,-6.034,1959-01-27,,,zcQY0ML5,96,7.719,LLL
DDDDMKVI0Uj4,5lAHhVS4,1974-10-22,-62,6.566,2015-04-28,,,bIf0F0U2,-91,7.875,DDD
KKWKt2cHuC,5LaiJiYF,1995-03-20,-21,-4.857,2014-09-06,,,xEoWG2R7,-16,-9.376,KKW
HHHxyptFHfo,5LAkvWkq,1952-04-28,90,-2.971,2016-11-20,,,AXIe44jP,-39,5.092,HHH
EEEfhgyYAPM,5LEwUO9m,1970-09-29,99,-1.668,1962-05-01,,,0PM8Ca3N,-68,-8.541,EEE
BBBZ31VqKXw,5lhjgLLK,1983-06-25,-74,4.958,1966-11-01,,,jus4UU6q,-77,4.326,BBB
KKUCKXHJnK,5lhnaFJL,1985-09-20,50,-4.088,2004-01-25,,,s6mUGNQ2,8,4.026,KKU
EEEJvVnXvB7,5lI1uZNw,1980-04-01,63,-9.234,1986-06-30,,,rtMAg4JL,76,-0.668,EEE
BBBtQcHn6OG,5LiDO0b2,2014-02-02,-50,2.588,2016-04-26,,,j1E46yKe,-96,-9.997,BBB
EEEeXFumIuI,5LIpDTZx,1962-05-24,-79,-5.687,1968-12-09,,,AUv37FRT,35,1.561,EEE
GGv8ktcApl,5Lj7msl2,2004-12-14,-29,1.147,2005-08-29,,,JZkzObWt,-75,6.039,GGv
CCgDwrMehU,5lMxiDR4,1987-01-06,-21,1.332,1979-07-28,,,32T4keNL,-5,3.382,CCg
LLLInD7Dka2,5lRcPNyK,1961-12-31,-51,-3.976,1955-05-12,,,ZrgYFOsz,-70,-5.787,LLL
GGDtz4k0hp,5lU4vU4k,1981-11-15,-89,-1.661,1985-02-21,,,LPSDUMuE,6,6.859,GGD
LLLEuIvZ1BG,5Lx1iB30,2011-12-18,-74,-2.2,1952-08-17,,,ofAR4Us5,12,-9.842,LLL
LLL1Xke3hfH,5LXDuMPJ,2005-06-27,-71,4.124,2006-04-13,,,HO9MIy6M,13,9.838,LLL
GG4pLpTQ1J,5M3bFymU,1967-10-04,38,1.326,2010-03-30,,,NicltlAe,91,-9.509,GG4
LLLQqkUq6X8,5m4sV0JI,1960-06-06,-66,-5.333,2003-08-15,,,0txIagyH,33,-7.235,LLL
EEE3ImTGgnb,5m5ErZep,1992-05-21,55,5.356,1992-11-19,,,8iARlys0,-66,-7.782,EEE
KKRoNDgTi4,5M9MhXCE,1999-01-25,27,-2.268,1953-03-29,,,Y7a7gfaY,6,3.95,KKR
DDDDrXxqPaf1,5mAeM9rF,1992-06-26,-72,-9.066,2005-03-13,,,gEjUvhrs,-85,9.554,DDD
KKRlhUXSR6,5MB4T1HK,1991-03-29,7,-3.675,1956-04-09,,,tYRmzf0N,36,1.145,KKR
FFB1wQBy0U,5mCYo0vH,1990-04-29,61,9.573,1965-10-10,,,6coGL7wB,30,1.749,FFB
KKsaY6MvZr,5MDlgIER,2016-05-12,30,7.155,2007-12-19,,,h9XqsllU,-5,7.227,KKs
DDDDwXC2l2Ty,5mE5NCHg,2013-05-23,-38,3.568,1972-06-02,,,uM19omsl,-61,2.806,DDD
DDDDLtD8b7kO,5mh8LsXN,2004-09-04,-32,-7.353,2011-11-11,,,NTWXumV9,-40,8.15,DDD
GG0WP6MyRH,5Myf8KoI,1987-05-19,85,-7.43,1979-11-30,,,OeyJc4GL,-78,-2.083,GG0
AAA3B7DZLli,5mihznWL,1987-11-25,-92,4.753,1970-07-07,,,IZOnEXKQ,-88,8.4,AAA
EEEMtBiCIrh,5myilLbJ,1963-09-21,10,1.405,1966-11-20,,,tRfuT9he,-57,-8.462,EEE
LLLVC2CDYnH,5ML9f7Hq,1980-07-29,-89,8.939,1981-05-26,,,R8qHKwGZ,83,-1.979,LLL
AAAq4qvkaov,5MLgkVlU,2014-11-25,46,-7.371,2010-12-07,,,kw2vX7a9,7,-4.612,AAA
AAAKE79A8c1,5mM4DKsE,2013-11-03,-61,3.042,1954-04-28,,,N27MTZuW,-1,-6.907,AAA
FFqacelQ9x,5mOgrsw9,1989-06-05,-42,-6.373,1952-07-24,,,WlOhufCh,-86,-2.622,FFq
KKERJwVy8M,5MR4HjTU,1971-09-03,-62,8.904,2003-07-26,,,799GPyrf,-4,1.803,KKE
BBBL7bsgVPP,5MREfz6P,1962-09-06,37,-9.2,1953-07-15,,,55j1BvwR,-98,9.345,BBB
,5msEk0mW,2012-03-17,5,-9.878,1999-11-01,,,v94x6qoH,11,-5.604,
BBBsIYhuHIW,5MtxBxWm,1991-12-07,-65,1.319,2014-08-28,,,ABXZTYjL,-38,-7.096,BBB
GGiIQgEuoe,5mVVMk2M,1963-10-17,-9,-7.339,2017-02-03,,,rV0ZLBGm,92,9.959,GGi
DDDDiGwzIkLQ,5MWozt9e,1966-03-31,-62,7.004,1984-05-18,,,43TMEMmK,99,7.248,DDD
BBBR1JOwV7p,5MZUxV81,1974-07-15,-72,3.257,1967-10-08,,,i4jEkghA,-97,-6.31,BBB
HHH6mvy1JIf,5na0FqfS,1955-01-29,-58,-9.326,2010-05-31,,,qYW673Y5,-43,-6.389,HHH
BBBnhzje0CU,5nBvz6Qw,1969-12-08,68,-8.55,1957-08-29,,,jE8qLLNA,18,-4.647,BBB
FFA5oSyu8Y,5nCzfjiN,1971-06-05,-30,9.649,2008-08-13,,,8AYXCtE2,70,0.689,FFA
DDDDfaUgOvwQ,5nf4QnJw,1996-09-26,-48,-7.62,2001-12-25,,,584OQgBE,55,2.496,DDD
CCnpK63HLc,5niE5nGk,1972-08-13,84,9.621,1988-04-13,,,8qwxwZKF,39,1.843,CCn
DDDD91cIvPMx,5NIfRbxU,1992-06-02,-100,7.571,1960-10-07,,,sYs6X1MF,-36,-9.646,DDD
BBBS4W71Lft,5nYsQMhL,1978-01-28,-63,-4.037,1951-09-11,,,oPH6mnOV,-11,-6.272,BBB
EEEXhViRN0A,5NYvAfWz,1989-11-19,-30,-4.688,1995-08-23,,,YNU52gLk,-57,-8.111,EEE
EEEOrQsmXZ2,5NIvEhPY,2002-04-01,69,6.839,2005-03-28,,,1Or2O6Fj,31,3.671,EEE
GGBNOXzM3U,5nJcAPV2,1961-06-08,-15,7.023,2008-06-20,,,a5ml3SxL,37,9.888,GGB
CCA33IGPmP,5NkzIWON,2010-10-15,-41,2.689,2016-07-17,,,noAEazwx,-75,4.771,CCA
BBBqAzfOApV,5nM1Um99,1985-08-30,72,7.854,1971-09-16,,,KG93oZUD,36,0.488,BBB
HHHO7r8lirK,5nm70nC9,1954-09-09,-46,-7.447,1979-02-16,,,y22j1VU2,0,7.755,HHH
GGlIPvCQ4N,5Nn390Tj,1966-11-16,87,-4.357,1964-02-22,,,zJiOySXe,49,0.022,GGl
KKckKlxCs1,5nN9bzHD,1980-04-11,-67,4.814,1963-10-01,,,wAvnQfHN,53,8.621,KKc
AAAZOeu2bHs,5NOMZRCn,2011-09-30,-85,-1.281,1953-04-01,,,D69maoRn,-70,-7.286,AAA
KK67mwrohU,5NotG6us,1985-05-18,-98,-4.849,2010-06-08,,,v0DlDb4C,-53,4.453,KK6
